subpanel,model,encoding,coupling_strength,seed,resource,performance
a,DV-QRC,Clustered,2.154434690031882,10,0.15778553869253428,4.2313294730816216
a,DV-QRC,Clustered,2.154434690031882,11,0.16643154720480186,4.0553203030335165
a,DV-QRC,Clustered,2.154434690031882,12,0.1259112755189889,3.676546141721678
a,DV-QRC,Clustered,2.154434690031882,13,0.14747153542128072,4.4149867336248434
a,DV-QRC,Clustered,2.154434690031882,14,0.11885684761596117,3.8683512683453571
a,DV-QRC,Clustered,2.154434690031882,15,0.12810080220210043,4.0959955520515594
a,DV-QRC,Clustered,2.154434690031882,16,0.13570057271209085,4.5559016468557045
a,DV-QRC,Clustered,2.154434690031882,17,0.13832657730109646,3.4858417522376079
a,DV-QRC,Clustered,2.154434690031882,18,0.17531704350983815,4.3709624372115812
a,DV-QRC,Clustered,2.154434690031882,19,0.15692664288412894,3.8763690380049214
a,DV-QRC,Clustered,4.6415888336127722,0,0.099868492417136037,3.7096763415658378
a,DV-QRC,Clustered,4.6415888336127722,1,0.13699471446244166,3.0606381511309166
a,DV-QRC,Clustered,4.6415888336127722,2,0.1277027300449004,4.2303306986278919
a,DV-QRC,Clustered,4.6415888336127722,3,0.11885412392160165,3.7809883057518365
a,DV-QRC,Clustered,4.6415888336127722,4,0.14787424278978792,4.1870965972452439
a,DV-QRC,Clustered,4.6415888336127722,5,0.15326316409464955,3.8564747465103713
a,DV-QRC,Clustered,4.6415888336127722,6,0.18061660472030824,4.1781819258197901
a,DV-QRC,Clustered,4.6415888336127722,7,0.12322807567227888,4.4635636898220232
a,DV-QRC,Clustered,4.6415888336127722,8,0.10956155729188286,3.5738044892624021
a,DV-QRC,Clustered,4.6415888336127722,9,0.1543005951851672,3.3652859067389338
a,DV-QRC,Clustered,4.6415888336127722,10,0.11323166362090464,4.0148054566748153
a,DV-QRC,Clustered,4.6415888336127722,11,0.13206041653731512,4.1043711965705141
a,DV-QRC,Clustered,4.6415888336127722,12,0.12746604836575398,3.6382987737931707
a,DV-QRC,Clustered,4.6415888336127722,13,0.12540718981056911,4.2151421075967042
a,DV-QRC,Clustered,4.6415888336127722,14,0.12555121970523817,3.8676711122622471
a,DV-QRC,Clustered,4.6415888336127722,15,0.13167455971514008,4.278252489533271
a,DV-QRC,Clustered,4.6415888336127722,16,0.11380064186306167,4.0727221512850988
a,DV-QRC,Clustered,4.6415888336127722,17,0.1565187973461499,3.7283078490501129
a,DV-QRC,Clustered,4.6415888336127722,18,0.12714237425527286,4.2789463751753436
a,DV-QRC,Clustered,4.6415888336127722,19,0.13328351471947927,4.0762949015991055
a,DV-QRC,Clustered,10,0,0.038879294633859258,3.3950250003204996
a,DV-QRC,Clustered,10,1,0.061325206294376357,2.7515644936152772
a,DV-QRC,Clustered,10,2,0.051905446410820011,3.3983166031569043
a,DV-QRC,Clustered,10,3,0.032717473352064388,3.225893326496907
a,DV-QRC,Clustered,10,4,0.047446666699322078,3.5660978332036817
a,DV-QRC,Clustered,10,5,0.065882686416866232,3.3672784308476018
a,DV-QRC,Clustered,10,6,0.068528905343190519,3.9845003818583198
a,DV-QRC,Clustered,10,7,0.050575572732110427,3.0088562106197827
a,DV-QRC,Clustered,10,8,0.043499576155418641,2.9582050523693546
a,DV-QRC,Clustered,10,9,0.056651231600333543,3.4928749452232402
a,DV-QRC,Clustered,10,10,0.042629057413089685,3.5693517342642149
a,DV-QRC,Clustered,10,11,0.035792925325726373,3.3692633453073801
a,DV-QRC,Clustered,10,12,0.043412728858238117,3.0369742462872189
a,DV-QRC,Clustered,10,13,0.053207122377723771,3.8082643697001277
a,DV-QRC,Clustered,10,14,0.052846667278531025,3.3500541213775694
a,DV-QRC,Clustered,10,15,0.045989880760044538,3.2968702415577926
a,DV-QRC,Clustered,10,16,0.042767208630717514,2.9135932870063104
a,DV-QRC,Clustered,10,17,0.055373563633464663,2.7378577121802774
a,DV-QRC,Clustered,10,18,0.03699291732740715,3.3309479899274708
a,DV-QRC,Clustered,10,19,0.04178498447190173,2.5628056321140562
a,DV-QRC,Global,1.0000000000000001e-05,0,5.1632714820504623e-10,2.969501611370597
a,DV-QRC,Global,1.0000000000000001e-05,1,5.910551930619873e-10,2.9833177192177791
a,DV-QRC,Global,1.0000000000000001e-05,2,6.0100404997436385e-10,2.9774556186702452
a,DV-QRC,Global,1.0000000000000001e-05,3,5.1471999191687135e-10,2.9948432130978668
a,DV-QRC,Global,1.0000000000000001e-05,4,5.2932010338018136e-10,2.9951807721440105
a,DV-QRC,Global,1.0000000000000001e-05,5,6.3801598765100988e-10,3.0162832370306112
a,DV-QRC,Global,1.0000000000000001e-05,6,4.6112247687254001e-10,3.0123148645863829
a,DV-QRC,Global,1.0000000000000001e-05,7,5.5140794339201332e-10,3.0190124495221697
a,DV-QRC,Global,1.0000000000000001e-05,8,4.8079622798740628e-10,3.0125417213737502
a,DV-QRC,Global,1.0000000000000001e-05,9,5.5721456932055423e-10,2.9654202327635435
a,DV-QRC,Global,1.0000000000000001e-05,10,1.044137759319859e-09,2.7784302733207609
a,DV-QRC,Global,1.0000000000000001e-05,11,5.5106443042523767e-10,2.991088486780018
a,DV-QRC,Global,1.0000000000000001e-05,12,5.7854032764048609e-10,2.9812115324295485
a,DV-QRC,Global,1.0000000000000001e-05,13,5.78447049128799e-10,2.9724580925272561
a,DV-QRC,Global,1.0000000000000001e-05,14,6.6385830213049786e-10,2.9795177839834999
a,DV-QRC,Global,1.0000000000000001e-05,15,9.5039288276736797e-10,2.9103206525661318
a,DV-QRC,Global,1.0000000000000001e-05,16,5.5883026803415666e-10,2.9856969895627912
a,DV-QRC,Global,1.0000000000000001e-05,17,6.0858249663033445e-10,2.9994727808725479
a,DV-QRC,Global,1.0000000000000001e-05,18,4.6782273905984301e-10,3.0284867708518886
a,DV-QRC,Global,1.0000000000000001e-05,19,4.9490075691079184e-10,3.0393087030992012
a,DV-QRC,Global,2.1544346900318823e-05,0,5.63002974660683e-10,2.9695190898598165
a,DV-QRC,Global,2.1544346900318823e-05,1,5.874005983251631e-10,2.9833182797592199
a,DV-QRC,Global,2.1544346900318823e-05,2,6.4685447304784318e-10,2.9774550706682925
a,DV-QRC,Global,2.1544346900318823e-05,3,4.7931750359056893e-10,2.9948299713286533
a,DV-QRC,Global,2.1544346900318823e-05,4,5.2234249254096112e-10,2.9952163223917863
a,DV-QRC,Global,2.1544346900318823e-05,5,6.0214094144475128e-10,3.0162871792230357
a,DV-QRC,Global,2.1544346900318823e-05,6,4.5547980066011619e-10,3.0123151981527694
a,DV-QRC,Global,2.1544346900318823e-05,7,5.2150238866073783e-10,3.0190666636164778
a,DV-QRC,Global,2.1544346900318823e-05,8,4.6899759886852858e-10,3.0125421931643648
a,DV-QRC,Global,2.1544346900318823e-05,9,6.049604023525827e-10,2.9654238916224682
a,DV-QRC,Global,2.1544346900318823e-05,10,1.0059644275707186e-09,3.0340120928504644
a,DV-QRC,Global,2.1544346900318823e-05,11,5.2683756297616762e-10,2.9911584465868781
a,DV-QRC,Global,2.1544346900318823e-05,12,5.7332925306262597e-10,2.9812138956296059
a,DV-QRC,Global,2.1544346900318823e-05,13,5.8844368480696537e-10,2.9724255180782171
a,DV-QRC,Global,2.1544346900318823e-05,14,6.2023038683079088e-10,2.9795168546207655
a,DV-QRC,Global,2.1544346900318823e-05,15,9.5126216921343792e-10,3.013306804795707
a,DV-QRC,Global,2.1544346900318823e-05,16,5.8050267336770851e-10,2.9856805943766949
a,DV-QRC,Global,2.1544346900318823e-05,17,6.576104823991035e-10,2.9994740105779698
a,DV-QRC,Global,2.1544346900318823e-05,18,4.4856444207963104e-10,3.0284877401787318
a,DV-QRC,Global,2.1544346900318823e-05,19,4.6849216927965219e-10,3.0393065946652547
a,DV-QRC,Global,4.6415888336127818e-05,0,5.4405987960653082e-10,2.969937917641468
a,DV-QRC,Global,4.6415888336127818e-05,1,5.5395705157508538e-10,2.9833195118543498
a,DV-QRC,Global,4.6415888336127818e-05,2,6.5783722664861213e-10,2.977454911015367
a,DV-QRC,Global,4.6415888336127818e-05,3,4.965083957618058e-10,2.9948046221120483
a,DV-QRC,Global,4.6415888336127818e-05,4,5.1970860210074079e-10,2.9953088578183316
a,DV-QRC,Global,4.6415888336127818e-05,5,5.8150581948342621e-10,3.0162981410466507
a,DV-QRC,Global,4.6415888336127818e-05,6,4.6418342608626847e-10,3.0123172014882793
a,DV-QRC,Global,4.6415888336127818e-05,7,5.3290214282959639e-10,3.0192126089154456
a,DV-QRC,Global,4.6415888336127818e-05,8,4.4756300325655116e-10,3.012543190466233
a,DV-QRC,Global,4.6415888336127818e-05,9,5.8419807320793483e-10,2.9654322165962244
a,DV-QRC,Global,4.6415888336127818e-05,10,9.4006751174272057e-10,3.3027995940455703
a,DV-QRC,Global,4.6415888336127818e-05,11,5.2452266007298806e-10,2.9913532050707321
a,DV-QRC,Global,4.6415888336127818e-05,12,5.9947373095541198e-10,2.981218455109464
a,DV-QRC,Global,4.6415888336127818e-05,13,5.8023038749687149e-10,2.972367096152984
a,DV-QRC,Global,4.6415888336127818e-05,14,6.4229887262871027e-10,2.979514828897758
a,DV-QRC,Global,4.6415888336127818e-05,15,9.757942602406272e-10,3.052688949995618
a,DV-QRC,Global,4.6415888336127818e-05,16,5.7149531047523587e-10,2.9856761905809166
a,DV-QRC,Global,4.6415888336127818e-05,17,7.6075256209193782e-10,2.99948310826771
a,DV-QRC,Global,4.6415888336127818e-05,18,4.5093592365062904e-10,3.0284899202606685
a,DV-QRC,Global,4.6415888336127818e-05,19,4.9417159789443238e-10,3.0393053154602403
a,DV-QRC,Global,0.0001,0,5.4220569178760685e-10,2.9725692674485762
a,DV-QRC,Global,0.0001,1,5.5535925017554851e-10,2.9833250053277931
a,DV-QRC,Global,0.0001,2,5.7373935028483678e-10,2.9774541607164413
a,DV-QRC,Global,0.0001,3,5.4376551329828336e-10,2.9947681496297771
a,DV-QRC,Global,0.0001,4,5.5479946923814577e-10,2.9955778719010127
a,DV-QRC,Global,0.0001,5,6.3059238430541206e-10,3.0163368453370278
a,DV-QRC,Global,0.0001,6,4.7963938159575583e-10,3.0123206407156857
a,DV-QRC,Global,0.0001,7,5.008160038735617e-10,3.0196579143800459
a,DV-QRC,Global,0.0001,8,4.4103379448974777e-10,3.0125488888695173
a,DV-QRC,Global,0.0001,9,5.8035933382299642e-10,2.9654519711274867
a,DV-QRC,Global,0.0001,10,1.0601619962599138e-09,3.4369373775980394
a,DV-QRC,Global,0.0001,11,5.6718276359395479e-10,2.991976290884931
a,DV-QRC,Global,0.0001,12,5.5345301824943457e-10,2.9812288580818791
a,DV-QRC,Global,0.0001,13,5.6188697828843107e-10,2.9723027144168745
a,DV-QRC,Global,0.0001,14,6.4199292192867929e-10,2.9795129395552187
a,DV-QRC,Global,0.0001,15,1.0656895327872021e-09,3.1011169635992113
a,DV-QRC,Global,0.0001,16,5.5961648324704105e-10,2.9858123698084791
a,DV-QRC,Global,0.0001,17,7.2525098002303654e-10,2.9995374279900799
a,DV-QRC,Global,0.0001,18,4.3991830320654703e-10,3.0284957324815274
a,DV-QRC,Global,0.0001,19,4.5539645348438501e-10,3.0393007823242826
a,DV-QRC,Global,0.00021544346900318823,0,5.086376705721484e-10,2.9854012403835037
a,DV-QRC,Global,0.00021544346900318823,1,5.2137367635589467e-10,2.9833350813884119
a,DV-QRC,Global,0.00021544346900318823,2,6.7021125769878905e-10,2.96761879407588
a,DV-QRC,Global,0.00021544346900318823,3,5.4457460260109697e-10,2.9947705725811984
a,DV-QRC,Global,0.00021544346900318823,4,5.4553947867900592e-10,2.9964868617868747
a,DV-QRC,Global,0.00021544346900318823,5,5.8771891874254853e-10,3.0164913487380187
a,DV-QRC,Global,0.00021544346900318823,6,4.6830548581911711e-10,3.0123296856441755
a,DV-QRC,Global,0.00021544346900318823,7,5.5165085733843756e-10,3.0212241669659092
a,DV-QRC,Global,0.00021544346900318823,8,4.9185753339378635e-10,3.0125828384230822
a,DV-QRC,Global,0.00021544346900318823,9,5.6266694632498289e-10,2.9655063845039979
a,DV-QRC,Global,0.00021544346900318823,10,1.0179011442425375e-09,3.4760167725001079
a,DV-QRC,Global,0.00021544346900318823,11,5.6048725698493772e-10,2.994237213783328
a,DV-QRC,Global,0.00021544346900318823,12,6.0309698850849466e-10,2.981256998229322
a,DV-QRC,Global,0.00021544346900318823,13,5.6788526971652418e-10,2.9724343133527853
a,DV-QRC,Global,0.00021544346900318823,14,6.0154302807213836e-10,2.9795140638819495
a,DV-QRC,Global,0.00021544346900318823,15,9.9631531230112767e-10,3.2374587866788254
a,DV-QRC,Global,0.00021544346900318823,16,5.8183328379347012e-10,2.9867773632330903
a,DV-QRC,Global,0.00021544346900318823,17,6.9557990339865783e-10,2.9998078075310834
a,DV-QRC,Global,0.00021544346900318823,18,3.932235544710688e-10,3.0285078225569118
a,DV-QRC,Global,0.00021544346900318823,19,4.9509275593569954e-10,3.0392988368974998
a,DV-QRC,Global,0.00046415888336127773,0,5.7267353103877544e-10,3.0334823471815393
a,DV-QRC,Global,0.00046415888336127773,1,5.1905260760920921e-10,2.9833603494933909
a,DV-QRC,Global,0.00046415888336127773,2,6.8149054893738275e-10,2.9676311380114622
a,DV-QRC,Global,0.00046415888336127773,3,4.9951082845663188e-10,2.9951547050443708
a,DV-QRC,Global,0.00046415888336127773,4,5.1779834415114269e-10,2.9999590218720771
a,DV-QRC,Global,0.00046415888336127773,5,5.6905947761312997e-10,3.0171545571233427
a,DV-QRC,Global,0.00046415888336127773,6,4.258481647799036e-10,3.0123494231649786
a,DV-QRC,Global,0.00046415888336127773,7,4.9225143840236768e-10,3.0273614102130795
a,DV-QRC,Global,0.00046415888336127773,8,4.6166621932866139e-10,3.0127481771087021
a,DV-QRC,Global,0.00046415888336127773,9,5.4640963139803831e-10,2.9656704889074126
a,DV-QRC,Global,0.00046415888336127773,10,1.0530198418788701e-09,3.4869804194457767
a,DV-QRC,Global,0.00046415888336127773,11,5.314604317587692e-10,3.0029257738901682
a,DV-QRC,Global,0.00046415888336127773,12,5.8190147170090178e-10,2.9813389091991045
a,DV-QRC,Global,0.00046415888336127773,13,5.8765241481701848e-10,2.9739591105441923
a,DV-QRC,Global,0.00046415888336127773,14,6.6498545131474681e-10,2.9795440318500521
a,DV-QRC,Global,0.00046415888336127773,15,9.8942980527748603e-10,3.4997653391497199
a,DV-QRC,Global,0.00046415888336127773,16,5.4259600128942365e-10,2.9919364157582757
a,DV-QRC,Global,0.00046415888336127773,17,6.4469537741667437e-10,3.0011081922765577
a,DV-QRC,Global,0.00046415888336127773,18,4.0523307925068275e-10,3.0285371185910783
a,DV-QRC,Global,0.00046415888336127773,19,5.0081526718411885e-10,3.0393212008486787
a,DV-QRC,Global,0.001,0,5.3705921386944792e-10,3.1491410498725365
a,DV-QRC,Global,0.001,1,5.4106943511803448e-10,2.9834328896658091
a,DV-QRC,Global,0.001,2,6.2224818466938002e-10,2.9676631946939871
a,DV-QRC,Global,0.001,3,5.0332303922627766e-10,2.9977327674889747
a,DV-QRC,Global,0.001,4,4.7405374637669144e-10,3.0141545760329667
a,DV-QRC,Global,0.001,5,6.4243030080305622e-10,3.0200984515650973
a,DV-QRC,Global,0.001,6,4.5172225691480357e-10,3.0123985820338426
a,DV-QRC,Global,0.001,7,5.2682188126951187e-10,3.0525371078837944
a,DV-QRC,Global,0.001,8,5.0525263326659261e-10,3.0135331452704737
a,DV-QRC,Global,0.001,9,5.8017626072997887e-10,2.9662436207433736
a,DV-QRC,Global,0.001,10,1.0609815814180345e-09,3.4963877314216738
a,DV-QRC,Global,0.001,11,5.5821480130457204e-10,3.0332826897189893
a,DV-QRC,Global,0.001,12,5.6898412558866671e-10,2.9816119028645911
a,DV-QRC,Global,0.001,13,5.7414090198154251e-10,2.9825814979628205
a,DV-QRC,Global,0.001,14,6.0854468230156007e-10,2.9797354851747122
a,DV-QRC,Global,0.001,15,9.6407507059038424e-10,3.7586821084321493
a,DV-QRC,Global,0.001,16,5.3286080964602972e-10,3.0165619737387841
a,DV-QRC,Global,0.001,17,6.7434362674392947e-10,3.007151718979193
a,DV-QRC,Global,0.001,18,4.7459711012907124e-10,3.028617228641842
a,DV-QRC,Global,0.001,19,4.9730085668328671e-10,3.0395000710691877
a,DV-QRC,Global,0.0021544346900318821,0,5.2725527301363892e-10,3.3088636520080739
a,DV-QRC,Global,0.0021544346900318821,1,5.4196317210139146e-10,2.9836745630140307
a,DV-QRC,Global,0.0021544346900318821,2,6.0984263450022604e-10,2.9677577363586591
a,DV-QRC,Global,0.0021544346900318821,3,4.9878991878904775e-10,3.0111583854234625
a,DV-QRC,Global,0.0021544346900318821,4,4.9477195305815966e-10,3.0712535162048682
a,DV-QRC,Global,0.0021544346900318821,5,5.8994579920651347e-10,3.0330781852536353
a,DV-QRC,Global,0.0021544346900318821,6,4.5251895634715209e-10,3.0125359531625038
a,DV-QRC,Global,0.0021544346900318821,7,5.1545436211179479e-10,3.147964678655566
a,DV-QRC,Global,0.0021544346900318821,8,4.5363611340638662e-10,3.0171924879921295
a,DV-QRC,Global,0.0021544346900318821,9,5.8819239591896398e-10,2.968490299959671
a,DV-QRC,Global,0.0021544346900318821,10,9.577945490497906e-10,3.5253654537986288
a,DV-QRC,Global,0.0021544346900318821,11,5.1354537321166491e-10,3.1050173221810282
a,DV-QRC,Global,0.0021544346900318821,12,5.8632588194766296e-10,2.9826448566838124
a,DV-QRC,Global,0.0021544346900318821,13,5.4061829156938152e-10,3.0197791918359842
a,DV-QRC,Global,0.0021544346900318821,14,6.3405787320717104e-10,2.9807338201651685
a,DV-QRC,Global,0.0021544346900318821,15,9.3195762377562196e-10,3.9104835193923799
a,DV-QRC,Global,0.0021544346900318821,16,5.4362676411148857e-10,3.1282876312967254
a,DV-QRC,Global,0.0021544346900318821,17,7.1231938268121115e-10,3.0336251672264218
a,DV-QRC,Global,0.0021544346900318821,18,4.6236296153848133e-10,3.0288708617076257
a,DV-QRC,Global,0.0021544346900318821,19,4.60953946270409e-10,3.0404872390299236
a,DV-QRC,Global,0.0046415888336127772,0,5.5587970271726107e-10,3.434059719715254
a,DV-QRC,Global,0.0046415888336127772,1,5.5166413134389431e-10,2.9845832260402707
a,DV-QRC,Global,0.0046415888336127772,2,6.5094023436705333e-10,2.9680868566077492
a,DV-QRC,Global,0.0046415888336127772,3,4.6016918215184909e-10,3.0715934937703433
a,DV-QRC,Global,0.0046415888336127772,4,5.5015391874830833e-10,3.2562542591646659
a,DV-QRC,Global,0.0046415888336127772,5,5.9864635085789421e-10,3.084663727936702
a,DV-QRC,Global,0.0046415888336127772,6,4.5020426050626003e-10,3.0129742048136032
a,DV-QRC,Global,0.0046415888336127772,7,5.5629547639621846e-10,3.3980691720528484
a,DV-QRC,Global,0.0046415888336127772,8,4.7022711594959911e-10,3.0338265695997992
a,DV-QRC,Global,0.0046415888336127772,9,5.5393668512281065e-10,2.9778469625311725
a,DV-QRC,Global,0.0046415888336127772,10,1.0172213362838682e-09,3.6593490167265506
a,DV-QRC,Global,0.0046415888336127772,11,5.2942305082226432e-10,3.192047194428151
a,DV-QRC,Global,0.0046415888336127772,12,5.7101791436378424e-10,2.9868259539690971
a,DV-QRC,Global,0.0046415888336127772,13,5.1448255606509572e-10,3.128827661203768
a,DV-QRC,Global,0.0046415888336127772,14,6.5294413509498457e-10,2.9854497507561577
a,DV-QRC,Global,0.0046415888336127772,15,9.5034456552262472e-10,4.0285221089404049
a,DV-QRC,Global,0.0046415888336127772,16,5.5816411642904849e-10,3.4056181288253429
a,DV-QRC,Global,0.0046415888336127772,17,6.5723818928397674e-10,3.1301749615785934
a,DV-QRC,Global,0.0046415888336127772,18,4.8840544861710494e-10,3.0297920761131865
a,DV-QRC,Global,0.0046415888336127772,19,4.7309958408693143e-10,3.0453595546544223
a,DV-QRC,Global,0.01,0,5.9238244589279e-10,3.5221892793133427
a,DV-QRC,Global,0.01,1,5.1558816607234399e-10,2.9882464463855976
a,DV-QRC,Global,0.01,2,5.8622058030547808e-10,2.9693842134565571
a,DV-QRC,Global,0.01,3,4.7451895781008208e-10,3.2748268382261698
a,DV-QRC,Global,0.01,4,5.632220994931672e-10,3.5842858104404289
a,DV-QRC,Global,0.01,5,5.3858294718727792e-10,3.2249837510226911
a,DV-QRC,Global,0.01,6,4.890160649356262e-10,3.0145745384395024
a,DV-QRC,Global,0.01,7,5.9016084539099483e-10,3.7216827958642034
a,DV-QRC,Global,0.01,8,4.884915921819459e-10,3.1035738475760875
a,DV-QRC,Global,0.01,9,5.6236385565943306e-10,3.0158550465751315
a,DV-QRC,Global,0.01,10,1.0354436078596071e-09,3.9176865110420112
a,DV-QRC,Global,0.01,11,5.2704312266886486e-10,3.2565510839139455
a,DV-QRC,Global,0.01,12,5.3152282390085565e-10,3.0029028468101027
a,DV-QRC,Global,0.01,13,5.8993761844677358e-10,3.3184962711100039
a,DV-QRC,Global,0.01,14,6.5051461061353312e-10,3.0043570883769486
a,DV-QRC,Global,0.01,15,8.0046262051251721e-10,4.1134863810866618
a,DV-QRC,Global,0.01,16,5.3017395922107493e-10,3.7205351308227157
a,DV-QRC,Global,0.01,17,6.906269084367639e-10,3.3523929136958039
a,DV-QRC,Global,0.01,18,5.3644533041273751e-10,3.0334787652912949
a,DV-QRC,Global,0.01,19,4.8128129107001465e-10,3.0677505151219977
a,DV-QRC,Global,0.021544346900318822,0,6.5235886711075039e-10,3.5711448002592743
a,DV-QRC,Global,0.021544346900318822,1,4.7895194436576978e-10,3.0022280675528532
a,DV-QRC,Global,0.021544346900318822,2,5.3661510001949214e-10,2.9850225003330477
a,DV-QRC,Global,0.021544346900318822,3,4.6704109719124899e-10,3.6189809788533673
a,DV-QRC,Global,0.021544346900318822,4,5.9625796892283695e-10,3.8293050575196705
a,DV-QRC,Global,0.021544346900318822,5,4.7598522396856839e-10,3.3952075529451782
a,DV-QRC,Global,0.021544346900318822,6,5.3579633387254265e-10,3.0209412027166964
a,DV-QRC,Global,0.021544346900318822,7,7.2802809373163352e-10,3.9103175257952634
a,DV-QRC,Global,0.021544346900318822,8,5.3079645531919297e-10,3.3367641241127379
a,DV-QRC,Global,0.021544346900318822,9,5.9391130622300772e-10,3.1399485152691486
a,DV-QRC,Global,0.021544346900318822,10,1.1152334503245842e-09,4.2327717745302351
a,DV-QRC,Global,0.021544346900318822,11,4.951632197267795e-10,3.3173273687703806
a,DV-QRC,Global,0.021544346900318822,12,5.2518757753410862e-10,3.049929915433903
a,DV-QRC,Global,0.021544346900318822,13,7.386644516638713e-10,3.452183975005743
a,DV-QRC,Global,0.021544346900318822,14,6.3597574470203153e-10,3.0525430087746108
a,DV-QRC,Global,0.021544346900318822,15,6.8359380136693146e-10,4.1593730482446842
a,DV-QRC,Global,0.021544346900318822,16,4.9096820033822232e-10,3.8522595821259191
a,DV-QRC,Global,0.021544346900318822,17,7.3690468742269558e-10,3.5798705292371347
a,DV-QRC,Global,0.021544346900318822,18,7.2331380639788286e-10,3.0484972217506834
a,DV-QRC,Global,0.021544346900318822,19,4.731519285020159e-10,3.1557568879924696
a,DV-QRC,Global,0.046415888336127774,0,9.3305505151851972e-10,3.5916161981076069
a,DV-QRC,Global,0.046415888336127774,1,5.1308511436109354e-10,3.0457775297402638
a,DV-QRC,Global,0.046415888336127774,2,5.2311221638187791e-10,3.0024414733415954
a,DV-QRC,Global,0.046415888336127774,3,5.7207269865737027e-10,3.8509715237852387
a,DV-QRC,Global,0.046415888336127774,4,8.8300826503793032e-10,3.9994339596584485
a,DV-QRC,Global,0.046415888336127774,5,4.5939713338777519e-10,3.4790403570155899
a,DV-QRC,Global,0.046415888336127774,6,7.1849715976281631e-10,3.0461933853945746
a,DV-QRC,Global,0.046415888336127774,7,1.01842950785782e-09,4.0986324066480551
a,DV-QRC,Global,0.046415888336127774,8,7.8368153292040346e-10,3.7004859608042127
a,DV-QRC,Global,0.046415888336127774,9,7.4591951047081314e-10,3.3682123273500206
a,DV-QRC,Global,0.046415888336127774,10,1.2642478165344692e-09,4.3512456752940487
a,DV-QRC,Global,0.046415888336127774,11,5.3688618504413976e-10,3.3816301815311269
a,DV-QRC,Global,0.046415888336127774,12,6.1560534080800256e-10,3.1331801212676202
a,DV-QRC,Global,0.046415888336127774,13,1.1654248447336554e-09,3.5942628474649418
a,DV-QRC,Global,0.046415888336127774,14,8.8443491489196276e-10,3.1055818310702095
a,DV-QRC,Global,0.046415888336127774,15,5.6261033644593211e-10,4.1447878304177861
a,DV-QRC,Global,0.046415888336127774,16,4.8985153018861994e-10,3.9200671216819698
a,DV-QRC,Global,0.046415888336127774,17,7.5611238591541179e-10,3.6992834989035952
a,DV-QRC,Global,0.046415888336127774,18,1.3289915514508234e-09,3.1008992057444225
a,DV-QRC,Global,0.046415888336127774,19,5.5268329664074955e-10,3.3760177857133802
a,DV-QRC,Global,0.10000000000000001,0,3.1945635110787778e-09,3.6090441141205005
a,DV-QRC,Global,0.10000000000000001,1,8.2985430429654475e-10,3.149018007154758
a,DV-QRC,Global,0.10000000000000001,2,7.5547331964239171e-10,3.0345749156633977
a,DV-QRC,Global,0.10000000000000001,3,2.7314172840061556e-09,3.9842340600501043
a,DV-QRC,Global,0.10000000000000001,4,3.0185017971255474e-09,4.2454514017667631
a,DV-QRC,Global,0.10000000000000001,5,6.693192437173156e-10,3.485734651701605
a,DV-QRC,Global,0.10000000000000001,6,2.9502796088368757e-09,3.1281952751187934
a,DV-QRC,Global,0.10000000000000001,7,3.6085262318831355e-09,4.2845556569709808
a,DV-QRC,Global,0.10000000000000001,8,3.4488194871343859e-09,3.9536765928754836
a,DV-QRC,Global,0.10000000000000001,9,2.736672369031933e-09,3.5529690526814877
a,DV-QRC,Global,0.10000000000000001,10,6.4530812824147037e-09,4.4276422990074513
a,DV-QRC,Global,0.10000000000000001,11,1.2301646194777659e-09,3.4767226599416832
a,DV-QRC,Global,0.10000000000000001,12,1.7694822197364358e-09,3.2541959037076267
a,DV-QRC,Global,0.10000000000000001,13,4.490236562831316e-08,3.5538398871877157
a,DV-QRC,Global,0.10000000000000001,14,5.9595890363388051e-09,3.1735482264848485
a,DV-QRC,Global,0.10000000000000001,15,4.5357759048977999e-09,4.1038338343979319
a,DV-QRC,Global,0.10000000000000001,16,8.6737203659138925e-10,3.963657797011289
a,DV-QRC,Global,0.10000000000000001,17,1.5395504822269855e-09,3.7831492386090488
a,DV-QRC,Global,0.10000000000000001,18,8.298056071500783e-09,3.2327014012593525
a,DV-QRC,Global,0.10000000000000001,19,1.3066820896650358e-09,3.6151134386719868
a,DV-QRC,Global,0.21544346900318823,0,0.0034791400339211293,3.641903080553345
a,DV-QRC,Global,0.21544346900318823,1,0.00057246419757210013,3.3690726764356622
a,DV-QRC,Global,0.21544346900318823,2,0.00028318622636186604,3.1633201491155933
a,DV-QRC,Global,0.21544346900318823,3,0.0038677678537824434,4.1649447593268949
a,DV-QRC,Global,0.21544346900318823,4,0.0027030628338925939,4.3815843046640124
a,DV-QRC,Global,0.21544346900318823,5,0.0014198668405881129,3.4057743880498497
a,DV-QRC,Global,0.21544346900318823,6,0.0045001749424297775,3.2929281270139494
a,DV-QRC,Global,0.21544346900318823,7,0.0022042934555975323,4.0812382760581869
a,DV-QRC,Global,0.21544346900318823,8,0.0055433233947342272,4.0767452787647596
a,DV-QRC,Global,0.21544346900318823,9,0.0037329323012143291,3.624708157455077
a,DV-QRC,Global,0.21544346900318823,10,0.001773221642511751,4.4483621755480369
a,DV-QRC,Global,0.21544346900318823,11,0.0027940872440333627,3.6452221782046825
a,DV-QRC,Global,0.21544346900318823,12,0.0020601391554014269,3.621840661541893
a,DV-QRC,Global,0.21544346900318823,13,0.0059659936569866606,3.8063104087747011
